fecha,precipitacion_valor,temperatura_valor,nivel_agua_valor,presion_valor
2022-08-25,1.5,14.3,1013.9,72.22
2022-08-26,1.8,14.8,1016.2,67.76
2022-08-27,0,13.2,1015.6,69.49
2022-08-28,1.7,14.1,1014.2,78.91
2022-08-29,0,12.7,1013.7,64.89
2022-08-30,1.8,12.8,1014.3,79.8
2022-08-31,3,13.5,1014.3,70.61
2022-09-01,1.3,13.3,1014.7,77.53
2022-09-02,0,13.1,1014.4,69.45
2022-09-03,11.1,12.6,1013.6,72.19
2022-09-04,11.6,12.9,1013.8,76.48
2022-09-05,12.1,14,1014.3,67.36
2022-09-06,8.7,13.4,1013.5,65.63
2022-09-07,6,13.2,1014,70
2022-09-08,12.3,13.2,1014.9,69.5
2022-09-09,8.3,13.3,1014,81.35
2022-09-10,9.6,12.9,1015.5,72.01
2022-09-11,7.8,12,1013.5,71.67
2022-09-12,0,13.4,1014.8,75.11
2022-09-13,1.3,14.3,1016.9,73.2
2022-09-14,16.7,13.3,1013.9,73.15
2022-09-15,1.2,13.9,1015,78.52
2022-09-16,14.2,13.7,1013.4,68.51
2022-09-17,7.5,14.2,1014.3,75.79
2022-09-18,9.4,12.5,1014.2,64.85
2022-09-19,10.3,13.2,1016,70.68
2022-09-20,16.2,14.1,1014.1,74
2022-09-21,11.1,13,1016.1,82.86
2022-09-22,8.9,13.4,1014.7,82.29
2022-09-23,3.8,14.7,1013.5,77.24
2022-09-24,12.1,12.7,1013.8,60.69
2022-09-25,3.1,13.9,1014.5,71.37
2022-09-26,5.5,12.9,1014.1,70.75
2022-09-27,11.9,14,1014.2,65.89
2022-09-28,1.9,12.5,1014.4,73.16
2022-09-29,11.4,14.7,1015.2,68.71
2022-09-30,4.4,13.1,1015.7,70.26
2022-10-01,14.6,14.6,1014.4,85.08
2022-10-02,16.2,12.9,1013.8,92.6
2022-10-03,25.3,13.7,1015,99.53
2022-10-04,20.3,12.9,1014.8,85.67
2022-10-05,0.2,13.3,1014.3,94.75
2022-10-06,5.5,14.2,1014.3,91.32
2022-10-07,0,12.8,1014.5,90.12
2022-10-08,0,13.9,1014.6,91.82
2022-10-09,6.2,16.3,1014.3,89.37
2022-10-10,9.6,14.1,1014.7,93.34
2022-10-11,24.4,13.9,1013.1,94.62
2022-10-12,8.5,13.4,1013.9,97.33
2022-10-13,31.3,13.4,1014.8,88.35
2022-10-14,7.8,13.4,1014.6,96.54
2022-10-15,18.6,15,1015.5,93.09
2022-10-16,21.8,13.8,1013.8,87.44
2022-10-17,0,13.5,1015,91.23
2022-10-18,18.7,13.3,1015,91.79
2022-10-19,8.1,14.1,1015.4,81.96
2022-10-20,15.2,14.6,1015.3,92.6
2022-10-21,11.4,13.3,1013.2,96.38
2022-10-22,0,14.2,1014.5,85.99
2022-10-23,4.2,13,1014.9,89.93
2022-10-24,9.3,13.3,1014.6,87.41
2022-10-25,10.8,13.2,1014.8,93.77
2022-10-26,15.2,12.9,1014.2,90.67
2022-10-27,11.7,13.1,1015.6,89.82
2022-10-28,5.4,12.7,1014.7,94.18
2022-10-29,13,13.3,1014,83.66
2022-10-30,21.1,13.4,1014.7,79.83
2022-10-31,9.3,12.7,1013.8,89.43
2022-11-01,6.3,13.6,1013.2,96.51
2022-11-02,20.9,14.3,1014.4,91.53
2022-11-03,10.6,14.3,1014.5,96.85
2022-11-04,26.2,13.1,1014.4,95.84
2022-11-05,17.8,14.4,1014.9,88.28
2022-11-06,12.2,13.2,1015.2,85.38
2022-11-07,23.6,11.9,1014.7,84.57
2022-11-08,6.7,12.8,1013.9,98.35
2022-11-09,26.1,13.4,1014.7,92.76
2022-11-10,5.7,13.1,1013.7,88.52
2022-11-11,12.6,12.9,1013.7,85.53
2022-11-12,7.6,13.4,1013.9,94.19
2022-11-13,3,13.8,1014.3,94.71
2022-11-14,23.1,14.3,1015.3,88.02
2022-11-15,23.3,13.7,1013.7,96.02
2022-11-16,20.6,13.1,1015.2,91.42
2022-11-17,24.2,13.4,1015.2,91.58
2022-11-18,0,14.1,1013.7,85.87
2022-11-19,16.7,14.2,1013.7,95.57
2022-11-20,23.9,13.8,1015,94.9
2022-11-21,0,14.7,1015.4,93.37
2022-11-22,24,13.6,1013.7,93.77
2022-11-23,8.1,12.9,1014.3,92.26
2022-11-24,1.9,12.6,1013.9,90.1
2022-11-25,12.2,13.3,1014.7,87.85
2022-11-26,22,13.6,1015.7,93.52
2022-11-27,49.2,13.1,1014.4,90.87
2022-11-28,11.2,12.8,1015.7,90.82
2022-11-29,0,13.4,1014.2,88.89
2022-11-30,12.2,12.9,1014,92.49
2022-12-01,5.2,14.2,1016.6,87.23
2022-12-02,8.9,14.4,1013.4,86.66
2022-12-03,11.6,13.3,1014.6,85.06
2022-12-04,6.9,12.8,1014.9,83.01
2022-12-05,6.7,13.2,1014.2,81.08
2022-12-06,7,13,1014,88.47
2022-12-07,0,13.2,1014.2,84.04
2022-12-08,5.8,14.2,1014.3,85.22
2022-12-09,2.2,12.5,1014.1,85.5
2022-12-10,1.8,13.7,1016,87.83
2022-12-11,6,12.5,1014.5,85.4
2022-12-12,3.7,12.5,1013.8,80.78
2022-12-13,7.5,15,1015.3,78.77
2022-12-14,15.8,13,1016.5,78.89
2022-12-15,8.2,14.4,1013.8,83.92
2022-12-16,8.8,13.7,1015.8,81.73
2022-12-17,5.6,13.1,1014,81.54
2022-12-18,7.7,13.3,1015.8,81.89
2022-12-19,10.9,12.9,1012.7,80.81
2022-12-20,11.7,13.8,1013.7,83.34
2022-12-21,7.9,13.5,1015.7,85.22
2022-12-22,13.7,13.5,1014,86.84
2022-12-23,12,13.4,1014.1,79.08
2022-12-24,2.5,12.3,1014.6,83.02
2022-12-25,7.2,12.6,1015.5,81.5
2022-12-26,2.3,14.5,1014.6,86.48
2022-12-27,1.7,13.1,1015.9,83
2022-12-28,3.1,12.2,1014.2,80.86
2022-12-29,10.8,13.5,1014.3,82.76
2022-12-30,16.5,13.4,1016.7,87.53
2022-12-31,9,14,1014.3,80.93
2023-01-01,6.3,13.7,1013.8,87.84
2023-01-02,0.2,14,1015.9,81.97
2023-01-03,6.8,12,1013.8,80.94
2023-01-04,0,13.3,1014,84.32
2023-01-05,0,14,1014.6,80.61
2023-01-06,5.1,13.7,1015,81.96
2023-01-07,5.6,14,1013.2,84.97
2023-01-08,2.3,13.6,1013.4,90.55
2023-01-09,6.7,13.4,1014.8,84.47
2023-01-10,2.7,14.4,1013.1,79.33
2023-01-11,0,13.2,1015.5,87.87
2023-01-12,6.8,13.7,1015.2,81.28
2023-01-13,14.9,14.6,1014.3,85.28
2023-01-14,12.9,13.8,1015.7,83.34
2023-01-15,6.6,13.2,1015.1,84.34
2023-01-16,3.7,13.6,1014.5,77.48
2023-01-17,5.1,13.3,1015.4,80.55
2023-01-18,10,14,1014.1,81.83
2023-01-19,10.7,13.1,1013.8,86.01
2023-01-20,11.6,13.8,1013.4,82.98
2023-01-21,10.3,12.8,1015.8,77.6
2023-01-22,3.8,14.7,1014.3,86.31
2023-01-23,2.4,12.7,1014.4,76.71
2023-01-24,1,12.7,1014.8,83.56
2023-01-25,4,13.1,1015.3,84.42
2023-01-26,8.2,12.7,1015,84.35
2023-01-27,8.5,13.6,1015,84.55
2023-01-28,7.1,14.1,1014.6,82.27
2023-01-29,9.4,13.6,1014.7,81.3
2023-01-30,0.8,13.7,1014.1,85.59
2023-01-31,10.4,13,1013.8,87.54
2023-02-01,7.9,15.8,1013.9,84.98
2023-02-02,5.3,12.5,1014.5,78.65
2023-02-03,0.1,14.3,1015,81.25
2023-02-04,6.9,13.7,1014.6,81.7
2023-02-05,8,12.7,1013.3,82.3
2023-02-06,5.2,12.9,1015.1,84.06
2023-02-07,7.1,13.8,1014.1,81.72
2023-02-08,10.9,12.6,1014.3,83.27
2023-02-09,14.4,13.2,1013.3,79.72
2023-02-10,3.4,12.9,1015.3,83.47
2023-02-11,8.8,13.4,1014.8,79.35
2023-02-12,9.4,13.5,1013.8,79.78
2023-02-13,10.4,13.4,1013.7,82.89
2023-02-14,6.6,13.5,1013.8,80.89
2023-02-15,10.8,12.5,1015.7,82.21
2023-02-16,6.1,13.4,1013.9,86.79
2023-02-17,2.6,13.1,1014,84.2
2023-02-18,9.8,14.4,1014.6,80.64
2023-02-19,18,13.2,1015.2,80.35
2023-02-20,4.9,13.7,1013.4,78.68
2023-02-21,0,14.7,1013.5,82.03
2023-02-22,8.3,15,1013.7,82.14
2023-02-23,10.6,14,1014.3,80.75
2023-02-24,0,13.5,1014.4,82.22
2023-02-25,10.5,14.6,1013.7,84.88
2023-02-26,19.3,13.6,1014.8,84.06
2023-02-27,3.3,13.9,1014.8,86.42
2023-02-28,4.1,14.4,1014.5,86.05
2023-03-01,13.7,14.4,1012.5,99.12
2023-03-02,20.4,13.9,1015.9,99.81
2023-03-03,25.2,13.6,1015.2,96.07
2023-03-04,13.1,13.8,1015,86.14
2023-03-05,17.7,13.6,1015.1,81.4
2023-03-06,26.7,14.2,1014.2,85.09
2023-03-07,0,13.8,1014,92.51
2023-03-08,13,14.8,1016,98.34
2023-03-09,18.5,14.2,1014.2,94.62
2023-03-10,16.5,13.8,1015.2,89.49
2023-03-11,21.3,13.4,1015.5,89.97
2023-03-12,10.9,15.4,1014.9,96.61
2023-03-13,7.6,13.3,1014.4,90.09
2023-03-14,5.9,12.3,1015.1,93.96
2023-03-15,0.6,13.9,1013.7,91.66
2023-03-16,23.2,13.5,1012.9,95.16
2023-03-17,0,13.2,1014.8,94.17
2023-03-18,26.3,13.6,1015.1,88.65
2023-03-19,12.2,14.4,1013.6,86.65
2023-03-20,18.5,13.4,1014.3,81.02
2023-03-21,21.6,13.8,1014.4,89.75
2023-03-22,27.5,13.7,1014.6,90.02
2023-03-23,17.5,14.9,1014.3,89.84
2023-03-24,8.9,14.1,1013.8,92.04
2023-03-25,0,14.5,1013.1,89.5
2023-03-26,3.5,13.7,1014.8,86.2
2023-03-27,3.1,13.8,1015.5,92.89
2023-03-28,2.5,14.6,1014.4,86.73
2023-03-29,7.5,13.9,1015.3,90.84
2023-03-30,8.9,14.7,1015.2,91.94
2023-03-31,0.6,13.8,1014.9,88.18
2023-04-01,13.1,15.4,1014.8,88.51
2023-04-02,25.6,14.6,1014.4,98.64
2023-04-03,22.5,14.1,1015,92.28
2023-04-04,19.7,14.3,1015.8,87.86
2023-04-05,18.7,14.9,1014.5,88.08
2023-04-06,16.8,14.6,1014.7,88.93
2023-04-07,15.7,13.7,1014.8,88.92
2023-04-08,14.8,13.8,1014.6,77.83
2023-04-09,16.9,13.9,1014.4,89.27
2023-04-10,16.6,14,1012.8,84.71
2023-04-11,10.1,13.9,1014.5,95.02
2023-04-12,16.4,13.9,1015.2,98.12
2023-04-13,6.3,13.4,1013.2,89.75
2023-04-14,8.2,13,1015.9,92.02
2023-04-15,0,15.8,1014.3,95.97
2023-04-16,26.2,13.5,1014.2,95.73
2023-04-17,9.7,14.1,1014.4,87.29
2023-04-18,20.1,14.8,1015.3,91.87
2023-04-19,18.7,14.9,1013.6,87.6
2023-04-20,9.4,14.7,1015.3,90.45
2023-04-21,21.8,14,1015,80.42
2023-04-22,13.7,13.1,1016.3,92.75
2023-04-23,22.5,13.9,1014.4,88.7
2023-04-24,5.3,14.5,1015.2,86.85
2023-04-25,0,14.9,1013.6,93.51
2023-04-26,7.9,13.9,1014.6,80
2023-04-27,14.2,14.2,1013.4,90.56
2023-04-28,7.3,14.1,1014.4,94.79
2023-04-29,17.5,15.2,1014.1,91.6
2023-04-30,27.7,13.8,1014.8,82.25
2023-05-01,2.9,13.4,1015.7,85.67
2023-05-02,15,14.2,1015.2,82.11
2023-05-03,13.7,12.9,1014.2,86.35
2023-05-04,4.2,14.3,1014.8,77.1
2023-05-05,3.1,14.5,1015.5,80.03
2023-05-06,12.4,13.9,1015.5,85.25
2023-05-07,16.2,13.3,1016.1,88.24
2023-05-08,0,13.7,1014.6,78.85
2023-05-09,0,14.5,1015,81.92
2023-05-10,3.7,16.3,1015.1,81.22
2023-05-11,3.1,13.8,1014.2,79.07
2023-05-12,11.4,13.6,1013.9,84.81
2023-05-13,5.3,14.2,1014,84.31
2023-05-14,0,13.6,1014.1,81.01
2023-05-15,4.3,13.3,1014.1,84.89
2023-05-16,2.1,13.6,1013.4,84.28
2023-05-17,7.4,13,1015.1,84.3
2023-05-18,15.1,13.5,1014.5,79.88
2023-05-19,12.9,15.1,1014,81.59
2023-05-20,3.2,15,1014.3,84.64
2023-05-21,0,14.3,1014.5,91.4
2023-05-22,16.8,13.5,1013.5,81.18
2023-05-23,0,13.5,1015.7,82.04
2023-05-24,7.6,13.6,1013.5,87.34
2023-05-25,9.3,14.5,1014,81.62
2023-05-26,0,14.6,1015.9,84.01
2023-05-27,1.6,14,1014.4,81.78
2023-05-28,3.9,13,1015.5,84.51
2023-05-29,15.1,14,1013.6,80.48
2023-05-30,11.9,13.8,1014.6,86.8
2023-05-31,0,15.2,1015,83.07
2023-06-01,1.1,14,1014.6,67.29
2023-06-02,3.5,14,1014.7,72.1
2023-06-03,2.8,14.2,1014.9,78.81
2023-06-04,3,13.2,1015.1,67.2
2023-06-05,1.6,14.3,1015.1,78.76
2023-06-06,0,12.9,1014.9,71.03
2023-06-07,0.8,13.1,1014.5,75.74
2023-06-08,5.5,14,1013.7,77.74
2023-06-09,2,13.9,1014.9,85.37
2023-06-10,3,13.7,1014.7,69.36
2023-06-11,0,13.9,1015.5,67.37
2023-06-12,3,13.4,1014.3,67.67
2023-06-13,1.6,14.1,1014.6,74.86
2023-06-14,4.8,13.6,1015.4,63.65
2023-06-15,4,14.1,1014.1,70.45
2023-06-16,2.6,13.3,1014.9,68.08
2023-06-17,1.7,13.6,1014.6,76.33
2023-06-18,3.9,13.3,1015.8,74.21
2023-06-19,1.9,15,1014.9,67.33
2023-06-20,2.2,13.2,1015.2,73.75
2023-06-21,1.8,13.6,1013.7,71.88
2023-06-22,4.5,13.1,1015.1,75.01
2023-06-23,2.3,13.4,1015.8,73.87
2023-06-24,4.9,13,1013.6,77.21
2023-06-25,2.1,13.3,1015.3,67.91
2023-06-26,1.8,14.2,1013.7,65.38
2023-06-27,3.9,13.1,1015.3,75.93
2023-06-28,3,14.9,1013.3,71.03
2023-06-29,1.7,13.8,1012.4,78.32
2023-06-30,1.9,14.2,1014.6,68.23
2023-07-01,4.4,13.2,1013.7,68.43
2023-07-02,2.7,14.1,1014.4,69.5
2023-07-03,0,12.3,1014.2,66.53
2023-07-04,2.7,13.2,1014.9,73.93
2023-07-05,3.3,12.9,1014.6,72.26
2023-07-06,0,12.4,1014.7,67.77
2023-07-07,2.4,13.6,1014.8,79.55
2023-07-08,2.1,12.1,1014.7,69.84
2023-07-09,2.6,13.5,1015,72.98
2023-07-10,2.4,13.1,1015.1,79.74
2023-07-11,1.7,12.6,1012.9,72.68
2023-07-12,4,12.6,1014.3,72.72
2023-07-13,3.4,12.4,1015.1,76.46
2023-07-14,0.3,13.3,1014,73.04
2023-07-15,0,13.2,1014.4,72.62
2023-07-16,4,12.7,1014.8,74.93
2023-07-17,0.6,13.2,1013.8,63.04
2023-07-18,1.4,13.4,1014.3,67.89
2023-07-19,3.3,12.8,1015.5,73.64
2023-07-20,0.6,13.2,1014.4,73.5
2023-07-21,1.1,13.6,1016,72.26
2023-07-22,2.2,12.8,1013.3,73
2023-07-23,4.7,13.9,1015.8,74.72
2023-07-24,1.7,12.4,1013.6,61.23
2023-07-25,2.7,12.8,1014.6,69.24
2023-07-26,1.9,12.2,1014.2,74.39
2023-07-27,0,12.6,1015.1,70.26
2023-07-28,0,12.4,1014.3,78.86
2023-07-29,0.6,12.9,1014.2,67.34
2023-07-30,0,14.9,1013.9,67.79
2023-07-31,0.1,13.1,1015.8,73.97
2023-08-01,1,13.3,1014.3,72.71
2023-08-02,5.4,13.3,1014.1,71.31
2023-08-03,1,13.5,1014.6,78.7
2023-08-04,1.8,13.4,1015,71.37
2023-08-05,0,13.7,1015,73.17
2023-08-06,3.9,12.8,1015.3,64.9
2023-08-07,0,12.9,1014.1,62.68
2023-08-08,3.9,13.3,1015,74.52
2023-08-09,0,13.6,1014.9,74.67
2023-08-10,0.6,14,1016,72.04
2023-08-11,0.9,13.3,1013.7,74.21
2023-08-12,2.5,13.4,1014.4,72.71
2023-08-13,3.3,13.6,1013.5,74.68
2023-08-14,3.7,12.8,1013.8,62.22
2023-08-15,3.1,13.3,1015.2,70.77
2023-08-16,2.9,13.8,1013.6,62.95
2023-08-17,3.8,12.2,1015.5,74.82
2023-08-18,2.3,12.8,1014.8,60.96
2023-08-19,0.9,12.9,1014.4,68.79
2023-08-20,0.1,13.3,1013.5,82.41
2023-08-21,0,14.3,1013.7,73.02
2023-08-22,1.4,13.7,1014.6,75.33
2023-08-23,5.1,13.4,1016.7,70.6
2023-08-24,0.1,13.6,1013.4,80.02
2023-08-25,0,14.3,1015.2,72.66
2023-08-26,1.4,13.8,1015,72.97
2023-08-27,4.1,13.4,1014.2,76.21
2023-08-28,5.3,13,1015.1,81.6
2023-08-29,2.9,13.3,1015.4,68.54
2023-08-30,0.5,13.7,1014.9,69.28
2023-08-31,0.7,13.8,1014.3,70.44
2023-09-01,7.2,14.2,1014.9,76.85
2023-09-02,14.7,14.5,1013.6,71.33
2023-09-03,1,13,1014.3,69.38
2023-09-04,2.3,13.8,1015.2,68.13
2023-09-05,11.2,14.4,1016.3,70.3
2023-09-06,5.2,13.5,1015.3,70.13
2023-09-07,0.6,13.6,1015.7,79.29
2023-09-08,0,14.5,1014.8,76.34
2023-09-09,4.3,13.1,1014,86.41
2023-09-10,10.5,12.6,1013,73.37
2023-09-11,5.4,14.1,1014.9,68.88
2023-09-12,8.1,13,1014,76.76
2023-09-13,5.1,14,1012,63.95
2023-09-14,7.1,14.3,1013.7,68.59
2023-09-15,0,13,1014.5,66.69
2023-09-16,4.8,14.4,1015.6,71.25
2023-09-17,9.8,14.1,1013.7,78.51
2023-09-18,0.5,12.6,1014.2,73.42
2023-09-19,0,12.5,1014.3,74.28
2023-09-20,10.3,14,1014.4,73.32
2023-09-21,3.6,14,1015.2,73.9
2023-09-22,0,14,1015.2,75.49
2023-09-23,0,13.2,1013.8,71.58
2023-09-24,2.1,12.4,1014.7,68.72
2023-09-25,10.3,13.1,1015,65.44
2023-09-26,4,14,1014.9,68.29
2023-09-27,4.9,14.2,1014.4,64.87
2023-09-28,9.8,11.8,1014.8,75.05
2023-09-29,2.1,14.5,1014.2,64.92
2023-09-30,19.1,12.9,1013,65.31
2023-10-01,9.8,13.8,1014,88.99
2023-10-02,14.8,13,1014,86.47
2023-10-03,0,13.5,1014.7,92.05
2023-10-04,11.8,13.3,1013.2,89.01
2023-10-05,0,13.7,1015.3,91.11
2023-10-06,1,13.2,1013.8,84.53
2023-10-07,7.8,14.6,1013.9,87.31
2023-10-08,3.2,14,1014.2,95.01
2023-10-09,27.3,12.9,1013.6,91.8
2023-10-10,11.5,12.8,1014.6,87.63
2023-10-11,0,13.4,1014.6,93.61
2023-10-12,14.9,13.8,1014.6,90.93
2023-10-13,0,13.7,1014.1,90.53
2023-10-14,21.7,13,1014.8,87.85
2023-10-15,16.9,13.2,1012.8,84.72
2023-10-16,22.5,14.7,1016,85.3
2023-10-17,1.6,12.9,1013.8,91.83
2023-10-18,25.6,13.6,1015.7,91.83
2023-10-19,19.1,14.3,1014.7,91.49
2023-10-20,17.9,14.1,1015.5,86.1
2023-10-21,14.3,13.4,1014.3,93.95
2023-10-22,11.4,14.8,1015.3,97.93
2023-10-23,11.8,14.7,1014.3,91.47
2023-10-24,9.7,13.7,1015,94.28
2023-10-25,8.2,13.8,1014.2,90.85
2023-10-26,8.4,12.4,1013.8,93.33
2023-10-27,14.7,14.9,1014.6,90.04
2023-10-28,4.4,13.1,1015,95.77
2023-10-29,0,12.9,1014.3,89.6
2023-10-30,27.6,13.7,1014,96.94
2023-10-31,13.4,14.5,1014.6,87.98
2023-11-01,26.7,12,1014.6,89.73
2023-11-02,0,13.5,1014.5,101.67
2023-11-03,13.7,13.6,1014.6,89.08
2023-11-04,18.9,13.1,1015.8,92.17
2023-11-05,13.5,12.8,1014.1,88.04
2023-11-06,13,13.3,1014,97.23
2023-11-07,15.6,13.4,1014.7,91.26
2023-11-08,0,13.1,1014,87.34
2023-11-09,7.6,13.7,1014.7,91.72
2023-11-10,12.8,13,1012.8,86.88
2023-11-11,10.1,12.7,1016.1,87.86
2023-11-12,16.9,13.8,1014.8,89.59
2023-11-13,0,13.6,1014.2,87.86
2023-11-14,0,13.6,1014.9,84.8
2023-11-15,7.8,14.8,1015.1,81.64
2023-11-16,7.4,12.1,1014.9,87.29
2023-11-17,6.4,13.2,1014.1,92.37
2023-11-18,20.9,13.8,1016.1,87.5
2023-11-19,16.9,13.8,1014.6,95.89
2023-11-20,4.8,13.2,1015.4,89.42
2023-11-21,17.1,12.9,1014.7,96.39
2023-11-22,22.6,13,1014.3,95.91
2023-11-23,22.8,13.7,1014,89.47
2023-11-24,6.4,12.8,1015.2,92.47
2023-11-25,3.9,14.6,1015.1,90.28
2023-11-26,22,12.9,1014.5,92.17
2023-11-27,20,13.1,1014.2,92.65
2023-11-28,22.3,13.9,1014.1,91.14
2023-11-29,0,13.7,1013.6,95.54
2023-11-30,0,14.1,1014.9,97.07
2023-12-01,0,13,1013.9,80.33
2023-12-02,2.1,14.2,1013.8,81.05
2023-12-03,4.9,13.3,1014.4,88.08
2023-12-04,6.4,14.4,1013.7,84.59
2023-12-05,9.2,12.2,1013.8,85.1
2023-12-06,0,13,1015.8,82.08
2023-12-07,4.1,12.6,1015.3,83.4
2023-12-08,6.8,13.4,1013.6,82.39
2023-12-09,1.1,14.2,1014.6,83.9
2023-12-10,4,13.8,1013.8,86.45
2023-12-11,6.4,14,1014.6,82.61
2023-12-12,3.3,12.8,1015.4,80.63
2023-12-13,2.5,14.5,1014.7,80.04
2023-12-14,0,13.5,1015.4,85.74
2023-12-15,0,13.6,1013.4,80.44
2023-12-16,7.8,13.1,1016.2,88.13
2023-12-17,0,13,1014.1,86.7
2023-12-18,7.6,12.7,1015.1,80.02
2023-12-19,3.6,13.6,1015.1,80.96
2023-12-20,1,13.3,1014.4,85.89
2023-12-21,2.8,14.3,1015.2,83.3
2023-12-22,15.5,13.6,1014.5,82.53
2023-12-23,12.8,12.3,1014.9,85.3
2023-12-24,0,13.7,1014.8,85.55
2023-12-25,7,12.8,1012.8,80.18
2023-12-26,8.2,14.1,1013.1,86.66
2023-12-27,7.3,12.2,1015.5,84.05
2023-12-28,0,12.8,1016,87.05
2023-12-29,11.9,13.7,1013.9,77.83
2023-12-30,8.2,14.5,1014.4,84.86
2023-12-31,5.8,12.9,1015.1,83.13
2024-01-01,12.8,14.2,1013.7,84.35
2024-01-02,9.4,13.6,1014.8,80.02
2024-01-03,2.4,13.3,1014.7,83.7
2024-01-04,3.6,12.4,1013.5,80.55
2024-01-05,1.7,13.4,1015.3,83.57
2024-01-06,6,13.9,1014.2,79.95
2024-01-07,2.2,12.6,1015.6,81.32
2024-01-08,14.6,14.3,1014.2,85.92
2024-01-09,5,12.1,1014.5,83.83
2024-01-10,9.5,13.5,1015.8,78.78
2024-01-11,6.7,14.3,1015.1,78.13
2024-01-12,1.5,13.5,1013.2,85.81
2024-01-13,8.9,13.5,1015.5,90.51
2024-01-14,0.7,14.8,1013.9,83.49
2024-01-15,18.2,13.8,1015.1,83.07
2024-01-16,11.5,13.3,1014.8,77.32
2024-01-17,9.5,13.4,1015.7,81.51
2024-01-18,0,13.3,1015.8,86.97
2024-01-19,2.9,12.8,1016.2,81.79
2024-01-20,6.1,13.3,1014.5,84.37
2024-01-21,0,13,1014.1,79.3
2024-01-22,5.7,12.8,1015.4,82.69
2024-01-23,0,13,1014.3,83.77
2024-01-24,3.2,14.8,1014.6,77.93
2024-01-25,8.8,14.1,1016.6,84.12
2024-01-26,3.3,13.6,1015.2,86.03
2024-01-27,10,13.9,1015.8,85.48
2024-01-28,4.7,14,1013.8,82.19
2024-01-29,4.1,13.1,1015.1,87.22
2024-01-30,15.3,13.4,1014.9,81.44
2024-01-31,16.4,13.7,1013.6,80.12
2024-02-01,9.8,15,1013.8,86.25
2024-02-02,0.4,13,1013.9,80.89
2024-02-03,14.4,14.7,1015.3,85.42
2024-02-04,2.9,14.3,1014.3,77.05
2024-02-05,14,14,1013.7,85.92
2024-02-06,0.4,12.8,1014.8,81.72
2024-02-07,4.6,14,1013.1,81.22
2024-02-08,11.6,12.6,1013.8,85.76
2024-02-09,9.2,14.6,1014.8,81.28
2024-02-10,4.6,13.5,1013.1,81.05
2024-02-11,13.4,14.3,1015,80.8
2024-02-12,4.7,14.6,1015.1,84.73
2024-02-13,14.5,14,1013.4,89.94
2024-02-14,4.3,14.8,1014.4,83.23
2024-02-15,0.1,13.8,1015.3,81.84
2024-02-16,3.9,14.1,1015,77.83
2024-02-17,7.4,12.7,1014.9,83.5
2024-02-18,0,14.6,1013.8,82.89
2024-02-19,9.3,14.8,1014.4,81.34
2024-02-20,16.5,14.7,1014.8,81.41
2024-02-21,4.2,13.1,1014.2,82.56
2024-02-22,22.2,13.6,1014.2,81.32
2024-02-23,0,15,1014.9,84.77
2024-02-24,1.5,12.8,1015,81.44
2024-02-25,9.7,13.8,1015.6,81.14
2024-02-26,0,13.1,1015.5,81.57
2024-02-27,5.3,14.5,1014.4,82.46
2024-02-28,8.2,13.5,1014.6,79.25
2024-02-29,4,14.7,1015.1,80.11
2024-03-01,16.5,12.8,1014.4,91.11
2024-03-02,6.9,15,1014.8,93.72
2024-03-03,26.6,14.6,1015.7,91.51
2024-03-04,16,14.3,1014.1,95.13
2024-03-05,0,14,1013.8,96.34
2024-03-06,15.5,14.9,1014.6,95.6
2024-03-07,3.5,12.9,1013.7,97.79
2024-03-08,17.6,14.2,1012.9,99.79
2024-03-09,10.9,14.4,1014.6,85.51
2024-03-10,2.3,13.3,1013.8,96.56
2024-03-11,10.1,13.4,1015,86.57
2024-03-12,18.7,14.2,1015,87.34
2024-03-13,9.6,13.7,1014.1,93.5
2024-03-14,11.4,14.2,1015.6,87.97
2024-03-15,13.6,13.9,1015.9,86.13
2024-03-16,3,13.8,1014.7,86.82
2024-03-17,7.9,13.7,1016.1,87.69
2024-03-18,14.4,15.1,1014,86.74
2024-03-19,36,13.5,1015.7,87.16
2024-03-20,28,14.6,1015.4,91.38
2024-03-21,28.4,13.5,1013.4,85.89
2024-03-22,20.5,14.5,1014.9,87.42
2024-03-23,1,14.1,1013.7,87.99
2024-03-24,13.4,14.3,1015.2,92.38
2024-03-25,13.5,13.2,1013.9,87.31
2024-03-26,13.8,15.1,1014.5,84.51
2024-03-27,20.9,13.5,1014.2,96.57
2024-03-28,0,13.1,1016.3,89.95
2024-03-29,15.8,13.7,1013.1,89.78
2024-03-30,13.4,13.6,1014.6,89.96
2024-03-31,0.7,13.6,1013.9,93.29
2024-04-01,3.5,14.1,1014.8,88.56
2024-04-02,33.1,13.5,1014,92.63
2024-04-03,2.2,13.5,1014,87.66
2024-04-04,23.3,15.4,1014,90.12
2024-04-05,5.4,14,1015.7,92.58
2024-04-06,4.1,13.9,1014.7,91.31
2024-04-07,11.4,13.7,1014,84.49
2024-04-08,12.8,14,1015.7,95.75
2024-04-09,5.8,15.6,1014.8,93.04
2024-04-10,20.1,14,1015.3,82.36
2024-04-11,12.2,15,1016.2,92.88
2024-04-12,8.8,15.2,1015.5,81.61
2024-04-13,23.6,14.2,1014.7,89.73
2024-04-14,17.1,14.5,1013.9,98.61
2024-04-15,35.7,14.5,1013.2,84.11
2024-04-16,26.2,13.9,1013.7,79.23
2024-04-17,11.2,14.6,1014,89.48
2024-04-18,15.5,13.8,1014.9,91.06
